months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,injury_claim,fraud_reported
241,43,922937,1992-12-11,IN,250/500,1000,935.77,0,437422,MALE,Associate,prof-specialty,golf,own-child,0,-36000,PA,Northbend,8920 Best Ave,21,1,NO,1,1300,N
437,58,640474,2010-08-01,IN,500/1000,2000,1192.04,0,619470,MALE,Associate,craft-repair,dancing,own-child,66100,-31400,SC,Northbrook,7314 Tree Drive,23,1,YES,0,11160,N
130,34,153298,2009-03-23,OH,100/300,500,990.11,0,442666,MALE,Masters,sales,kayaking,other-relative,0,-41200,NY,Riverwood,8872 Oak Ridge,8,1,?,1,1060,N
269,41,334749,1996-07-29,OH,100/300,2000,1422.21,0,620507,FEMALE,Associate,handlers-cleaners,polo,unmarried,0,-46400,WV,Riverwood,5022 1st St,21,1,YES,2,17180,Y
103,29,221283,1994-08-23,OH,500/1000,500,914.85,0,614867,MALE,Associate,prof-specialty,base-jumping,other-relative,72100,0,OH,Columbus,3423 Francis Ave,5,1,NO,2,790,N
284,43,961496,1992-01-05,IL,250/500,500,1123.84,0,609898,MALE,PhD,prof-specialty,kayaking,other-relative,48200,0,WV,Columbus,9529 4th Drive,12,3,NO,0,6720,N
189,39,804751,1997-09-11,OH,250/500,2000,838.02,0,450702,FEMALE,College,tech-support,movies,own-child,0,0,VA,Northbrook,1818 Tree St,7,3,?,2,6440,N
267,43,369226,2002-02-10,OH,250/500,500,1300.68,0,600418,MALE,PhD,adm-clerical,sleeping,unmarried,49000,0,NC,Northbend,4431 Rock St,0,1,NO,1,480,N
39,22,691115,1993-01-28,IN,500/1000,500,1173.21,0,431202,MALE,JD,farming-fishing,polo,not-in-family,0,0,SC,Northbend,4782 Sky Lane,14,1,YES,0,15660,Y
140,32,713172,1996-10-23,IL,250/500,1000,985.97,5000000,457793,FEMALE,College,protective-serv,cross-fit,other-relative,0,0,VA,Northbrook,7112 Weaver Ave,13,1,?,2,14940,Y
243,41,621756,1997-04-21,IN,100/300,1000,1129.23,0,470190,FEMALE,College,farming-fishing,camping,own-child,17300,-60400,WV,Hillsdale,4020 Best Drive,1,1,?,1,10060,Y
116,31,615116,2008-11-09,IN,250/500,500,1194.83,0,603733,FEMALE,MD,prof-specialty,camping,husband,28600,0,SC,Riverwood,2037 5th Drive,23,1,NO,0,4420,N
219,43,947598,2002-06-20,IN,100/300,1000,1114.29,0,465136,FEMALE,High School,transport-moving,polo,other-relative,51300,0,VA,Northbrook,4699 Texas Ridge,1,1,?,2,6060,N
96,26,658002,2005-10-21,OH,250/500,2000,1509.04,0,611723,FEMALE,Associate,prof-specialty,bungie-jumping,husband,10000,0,SC,Riverwood,1832 Elm Hwy,9,1,YES,2,7120,N
149,34,374545,2005-08-28,IN,250/500,500,664.86,0,608963,FEMALE,PhD,craft-repair,skydiving,wife,0,-60000,WV,Columbus,5226 Maple St,3,1,?,0,16160,N
246,43,805806,2013-01-16,IN,250/500,1000,1267.4,6000000,454139,MALE,JD,adm-clerical,basketball,husband,0,0,NY,Hillsdale,3771 4th St,0,1,NO,2,5070,N
293,45,235097,1992-04-28,IL,100/300,1000,1119.23,0,447560,FEMALE,MD,exec-managerial,exercise,unmarried,51500,0,WV,Northbend,8701 5th Lane,13,3,NO,1,11380,N
339,48,290971,2005-10-10,OH,100/300,500,1698.51,0,444378,MALE,JD,other-service,dancing,unmarried,0,0,SC,Hillsdale,7574 4th St,18,3,NO,2,8640,N
160,33,180286,2009-02-08,IL,500/1000,1000,1422.78,0,616583,FEMALE,High School,exec-managerial,exercise,husband,61600,0,NC,Riverwood,1989 Solo Lane,17,3,?,2,5280,N
224,42,662088,2005-03-06,OH,500/1000,500,1212.75,0,455913,FEMALE,College,prof-specialty,kayaking,own-child,0,-51400,WV,Springfield,6331 MLK Ave,11,1,?,0,9200,N
194,34,884365,1994-05-17,IN,100/300,1000,1423.34,0,454399,MALE,Associate,sales,camping,not-in-family,55300,-37900,WV,Riverwood,8453 Elm St,0,1,YES,0,1400,N
385,51,178081,1990-07-20,IN,250/500,1000,976.37,0,602842,FEMALE,MD,craft-repair,reading,husband,0,-61000,WV,Riverwood,1422 Flute Ave,14,3,?,1,13520,N
100,33,507452,2005-04-17,OH,250/500,500,1124.59,6000000,459428,MALE,College,adm-clerical,golf,not-in-family,67300,0,NC,Columbus,5058 4th Lane,4,1,NO,1,6800,N
371,50,990624,1994-02-10,IN,250/500,1000,1569.33,0,613114,MALE,PhD,machine-op-inspct,board-games,not-in-family,79600,0,WV,Springfield,3098 Oak Lane,2,3,NO,2,13000,Y
175,39,892148,1995-03-29,IN,500/1000,500,1359.36,5000000,450709,MALE,PhD,exec-managerial,hiking,husband,0,-43600,SC,Arlington,9103 MLK Lane,9,3,YES,2,13020,Y
373,55,398683,2007-04-30,IN,250/500,500,1607.36,0,444626,MALE,MD,sales,yachting,own-child,0,0,SC,Arlington,8624 Francis Ave,21,4,?,0,6060,Y
258,41,605100,2001-02-15,IL,100/300,500,1042.25,0,601206,MALE,Masters,exec-managerial,reading,unmarried,0,-44400,NC,Riverwood,2905 Embaracadero Drive,0,3,NO,2,6770,Y
255,39,143109,2001-07-09,OH,250/500,500,1453.95,0,470389,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,38200,0,WV,Springfield,3443 Maple Ridge,17,3,YES,0,2930,N
37,31,230223,2008-09-06,IL,500/1000,500,1969.63,0,615218,FEMALE,MD,sales,skydiving,own-child,0,0,WV,Northbend,1618 Maple Hwy,21,3,NO,1,6950,N
322,44,769602,2004-12-19,IL,100/300,1000,1156.19,0,606249,FEMALE,College,machine-op-inspct,cross-fit,husband,49900,-62700,NY,Northbrook,3751 Tree Hwy,20,3,YES,0,9880,N
204,38,420815,2000-11-15,IL,100/300,2000,1124.47,0,616161,FEMALE,MD,tech-support,kayaking,wife,0,-45100,SC,Northbrook,6848 Elm Hwy,5,1,NO,0,16460,N
76,31,973546,2007-03-14,OH,500/1000,500,1493.5,5000000,442335,FEMALE,Associate,priv-house-serv,movies,not-in-family,39900,-44000,WV,Northbrook,4237 4th St,7,1,NO,2,1460,N
193,40,608039,2004-12-28,IL,100/300,500,1155.38,0,604952,FEMALE,PhD,handlers-cleaners,movies,not-in-family,34200,-32300,NY,Columbus,6581 Rock Ridge,6,1,NO,0,6390,N
405,55,250162,1999-07-05,IL,250/500,500,878.19,0,441533,MALE,PhD,machine-op-inspct,golf,unmarried,57100,0,NC,Northbend,7236 Apache Lane,2,4,YES,0,4830,N
435,58,786432,1997-11-15,IN,100/300,2000,1145.85,0,471784,MALE,JD,sales,movies,not-in-family,0,-40000,NY,Columbus,3846 4th Hwy,19,3,?,1,9220,N
54,35,445195,2010-09-27,IN,100/300,500,1261.28,0,453265,FEMALE,MD,protective-serv,hiking,unmarried,68500,-42100,VA,Springfield,5028 Maple Ridge,21,3,YES,2,14380,N
144,35,938634,1993-08-30,IL,100/300,500,1427.46,0,444922,MALE,High School,machine-op-inspct,cross-fit,wife,0,0,WV,Springfield,7426 Rock Drive,3,3,?,0,17580,N
92,32,482495,1998-01-29,IL,500/1000,500,1592.41,0,474324,MALE,Masters,prof-specialty,yachting,husband,58900,-29100,WV,Columbus,5771 Best St,22,1,?,2,5340,N
173,36,796005,2007-08-18,OH,250/500,1000,1274.63,0,441298,MALE,College,machine-op-inspct,basketball,unmarried,51000,0,SC,Springfield,9818 Cherokee Ave,22,1,YES,2,9460,N
436,60,910604,1992-04-14,IN,250/500,500,1362.31,0,446606,MALE,High School,prof-specialty,bungie-jumping,wife,67600,-65300,VA,Arlington,7819 2nd Ave,16,1,NO,0,14920,N
155,35,327488,1993-08-09,OH,250/500,1000,919.37,0,459537,FEMALE,Associate,protective-serv,hiking,not-in-family,83600,0,NY,Northbrook,1331 Elm Ridge,0,1,?,0,8060,N
78,31,715202,1991-04-02,OH,250/500,1000,1377.23,0,440757,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0,NY,Hillsdale,9240 Britain Ave,1,3,?,2,5810,N
440,57,648852,2007-03-15,IL,100/300,1000,995.55,5000000,604948,MALE,College,protective-serv,paintball,wife,51500,-52100,SC,Arlington,6668 Andromedia Ridge,19,3,YES,0,12400,Y
264,43,516959,2010-05-01,IL,100/300,500,1508.12,6000000,433275,MALE,PhD,craft-repair,basketball,wife,0,0,NY,Columbus,5276 2nd Lane,0,3,?,2,13500,Y
66,30,984456,2003-06-24,IN,500/1000,500,484.67,0,608309,FEMALE,College,adm-clerical,paintball,wife,21100,-60800,SC,Arlington,2889 Weaver St,2,3,?,0,11920,Y
366,50,801331,1990-07-08,IN,500/1000,1000,1561.41,0,462767,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0,NY,Arlington,1879 4th Lane,5,3,YES,1,12780,N
188,37,786103,1994-09-24,OH,100/300,500,1457.21,0,471785,FEMALE,JD,adm-clerical,hiking,own-child,46300,0,SC,Columbus,5499 Elm Hwy,6,1,?,2,5000,N
224,39,684193,2012-06-20,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,prof-specialty,sleeping,other-relative,0,-47100,VA,Riverwood,8822 Sky St,21,3,YES,2,12360,N
253,46,247505,2006-04-19,IL,100/300,500,1358.2,0,477636,FEMALE,MD,transport-moving,movies,husband,52900,0,NY,Columbus,4254 Best Ridge,11,3,YES,0,5870,N
446,61,259792,1999-04-07,IL,100/300,1000,1232.79,0,441967,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,VA,Springfield,5812 Weaver Ave,3,1,YES,2,7050,N
169,37,185124,2001-12-07,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600,-48500,SC,Northbrook,7155 Apache Drive,4,3,?,2,17370,N
255,46,760700,2006-11-25,IL,250/500,500,1302.34,0,431532,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600,WV,Northbrook,1376 Pine St,2,3,NO,1,5260,N
209,39,362407,1996-12-06,IN,100/300,500,1264.99,0,614169,MALE,PhD,transport-moving,polo,husband,67800,0,VA,Northbrook,3340 3rd Hwy,22,1,?,1,8400,N
210,37,389525,2012-07-10,OH,500/1000,500,1467.76,0,601425,FEMALE,MD,tech-support,hiking,own-child,38700,-33100,NY,Northbend,3097 4th Drive,8,1,?,1,6330,N
174,33,179538,2014-04-07,IN,250/500,2000,1124.43,0,477346,FEMALE,College,farming-fishing,paintball,own-child,0,0,WV,Northbrook,1916 Elm St,14,3,YES,0,8840,N
70,28,265437,2003-10-11,IL,250/500,1000,1319.81,0,613587,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,WV,Arlington,8917 Cherokee Lane,14,4,NO,1,3520,N
89,32,266247,2015-01-17,IN,100/300,2000,1482.53,0,620358,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100,WV,Northbrook,8492 Weaver Hwy,5,1,YES,1,10,N
458,61,921851,1992-12-07,IN,100/300,1000,1328.18,0,617699,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,WV,Columbus,3753 Francis Lane,18,1,NO,2,6260,N
239,40,488724,2004-11-29,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sales,skydiving,own-child,0,0,NC,Springfield,4545 4th Ridge,20,3,?,0,6340,N
161,38,192524,2004-01-02,IL,100/300,2000,1133.85,0,439870,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,5040,N
446,61,338070,2006-01-25,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,tech-support,skydiving,wife,0,-15700,NC,Hillsdale,5341 5th Ave,1,3,?,2,6740,N
476,61,865607,1993-04-18,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,8980,N
70,29,963285,2006-12-09,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,NC,Riverwood,1275 4th Ridge,12,1,NO,0,11560,N
233,41,728491,1997-08-30,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,NY,Springfield,4857 Weaver St,6,1,NO,0,680,N
122,33,553436,1991-06-03,IL,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,460,N
335,48,440616,1995-09-06,IL,500/1000,2000,1017.97,0,441671,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,WV,Columbus,8617 Best Ave,21,3,NO,0,3260,Y
257,40,463237,2000-02-09,IN,100/300,2000,1306.0,0,610381,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,NY,Columbus,9856 Apache St,3,3,YES,2,7700,Y
85,27,753452,1996-07-23,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,NY,Northbend,1951 Best Ave,14,4,YES,0,10740,N
133,30,920554,2005-09-21,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,SC,Riverwood,1824 5th Lane,19,3,NO,1,3160,N
119,34,594783,2011-12-30,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100,0,OH,Springfield,7393 Washington St,7,1,YES,2,8280,Y
169,34,725330,1996-07-21,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sales,reading,not-in-family,0,-57600,VA,Arlington,1386 Britain St,0,1,?,0,7740,N
225,39,607259,1996-04-08,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1060,N
84,32,979336,2001-03-04,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,4770,Y
169,39,865201,2001-10-19,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0,-36800,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,4200,N
124,32,140977,2006-08-18,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,NY,Columbus,9418 5th Hwy,23,1,YES,0,5770,N
320,48,787351,2013-04-28,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,WV,Northbrook,8770 1st Lane,13,3,NO,2,4680,N
297,47,272330,2009-11-29,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,WV,Columbus,1087 Flute Drive,0,3,?,0,5550,N
421,56,728025,1990-02-15,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,NY,Hillsdale,2217 Tree Lane,7,1,?,2,16860,Y
136,33,804608,2002-04-12,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,3070,N
46,24,718829,1999-02-21,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,11320,N
34,24,482404,2011-06-18,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,VA,Hillsdale,4390 4th Drive,20,1,YES,0,660,N
95,30,331170,1995-03-26,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,video-games,unmarried,48900,0,SC,Arlington,1437 3rd Lane,22,1,YES,0,3480,N
140,36,753056,1991-05-03,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,NY,Riverwood,1186 Rock St,10,3,?,2,7950,N
200,34,910365,2001-12-19,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0,0,NY,Arlington,4394 Oak St,10,1,?,2,5600,N
123,29,379268,2012-08-05,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,16280,Y
267,46,362843,2004-08-09,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,WV,Arlington,4905 Best Lane,3,1,YES,2,900,N
290,42,135400,2014-01-20,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,4800,N
45,37,798579,2011-12-19,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,SC,Arlington,5459 MLK Ave,1,1,YES,0,10440,N
186,38,250833,2008-07-28,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,NY,Springfield,1371 Texas Lane,1,3,NO,2,12300,N
135,34,824116,1998-05-05,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,NC,Northbend,2654 Embaracadero St,7,1,?,1,15640,N
110,33,322613,1995-04-16,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,VA,Northbend,2123 Texas Ave,19,1,?,2,13800,Y
259,43,871305,1992-02-14,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,NY,Northbend,4538 Flute Hwy,3,3,NO,0,6340,N
114,30,488037,2007-07-11,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,WV,Arlington,4434 Weaver St,3,1,NO,0,520,N
404,56,485813,2010-04-07,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,VA,Hillsdale,2798 1st Ave,23,1,NO,2,5310,Y
282,48,886473,1991-03-10,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,WV,Springfield,2809 Francis Lane,7,1,?,1,640,N
57,25,907113,1996-01-20,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,VA,Riverwood,7281 Oak St,0,3,NO,0,14580,N
215,38,833321,2010-03-01,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,SC,Arlington,9878 Washington Ave,10,1,?,0,7070,N
140,30,521592,2014-06-15,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,SC,Columbus,2537 5th Ave,4,4,?,0,5470,N
250,42,254837,2004-11-25,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,SC,Columbus,8493 Apache Drive,16,1,?,1,13600,Y
286,41,634499,2000-08-26,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,paintball,wife,25800,0,WV,Northbend,2878 Britain Hwy,3,1,YES,2,820,N
356,47,574707,2005-08-23,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,SC,Columbus,2862 Tree Ridge,5,1,YES,0,5590,N
65,29,476839,1990-08-09,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,basketball,own-child,0,0,VA,Hillsdale,4453 Best Ave,14,1,?,0,720,N
187,34,149601,2003-03-28,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,NY,Arlington,5191 4th St,7,3,?,0,8200,N
386,53,630683,2007-10-23,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,WV,Northbend,1364 Best St,16,1,?,2,12120,N
197,41,500639,1996-06-27,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,NC,Northbrook,8946 2nd Drive,6,1,NO,2,15280,Y
166,37,352120,1994-12-11,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,10600,N
293,49,569245,1995-12-05,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,SC,Riverwood,2820 Britain St,19,1,?,1,5210,N
179,32,907012,1996-12-15,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,NY,Arlington,2646 MLK Drive,10,1,?,0,5900,N
76,24,700074,2011-06-06,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,WV,Riverwood,6256 Elm St,6,3,NO,1,14940,N
105,28,866805,1995-12-13,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,SC,Riverwood,9724 Maple St,12,3,NO,2,12100,N
97,26,951863,1997-10-28,OH,250/500,1000,1270.55,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-72100,NC,Riverwood,7397 4th Drive,10,3,YES,2,7720,Y
148,36,211578,1996-01-04,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,PA,Northbrook,3488 Flute Lane,0,1,NO,2,5550,N
77,26,357394,2008-05-09,IL,250/500,2000,785.82,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700,0,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,12560,Y
295,46,863749,2009-12-05,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,VA,Arlington,1941 5th Ridge,10,1,YES,1,760,N
126,28,596914,1992-01-05,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,WV,Northbend,5333 MLK Lane,3,4,NO,0,11300,N
132,32,684653,1997-11-15,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1120,N
370,55,528259,2012-12-22,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,other-service,basketball,wife,0,-53200,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,900,N
257,43,797636,1992-05-19,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,VA,Northbend,2381 1st Hwy,0,1,NO,0,21330,N
9,24,326180,2002-05-25,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,NC,Arlington,6939 3rd Hwy,6,1,NO,0,540,Y
185,34,620075,2010-04-21,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,SC,Arlington,5269 Flute Hwy,20,3,YES,1,9340,Y
234,43,965187,1990-03-26,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,SC,Northbrook,7197 2nd Drive,4,1,NO,2,10320,N
253,44,516182,2007-05-12,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,SC,Arlington,1741 Best Ridge,9,1,NO,0,600,N
233,39,728839,2001-01-02,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,SC,Northbrook,9148 4th Hwy,20,3,?,1,5430,N
274,44,771509,2006-08-10,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,WV,Springfield,4279 Solo Drive,7,1,NO,2,860,N
297,48,264221,2014-07-28,IL,500/1000,1000,1243.68,0,463331,MALE,Masters,protective-serv,camping,wife,0,-71400,NY,Springfield,9177 Texas Ave,18,3,?,0,6870,Y
273,47,602704,2011-09-27,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,VA,Northbrook,5969 Francis St,0,3,NO,1,7960,N
147,37,672416,2013-04-20,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,SC,Columbus,9942 Tree Ave,11,3,?,0,6240,Y
285,42,545506,1991-03-20,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,5270,N
289,43,777533,2002-12-21,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,7620,N
427,60,953334,2005-12-03,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,NY,Springfield,9214 Texas Drive,23,1,YES,1,12980,Y
380,53,369781,2011-05-25,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,NC,Northbend,8991 Texas Hwy,23,1,NO,0,570,N
13,21,990998,2006-10-18,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,8630,N
282,43,982678,2006-07-19,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,SC,Northbend,5868 Best Drive,19,1,NO,1,4680,Y
312,47,646069,2002-06-08,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,NY,Northbend,5318 5th Ave,17,3,NO,2,7040,N
266,46,331683,2009-02-12,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,7590,N
30,36,364055,2001-05-14,IN,500/1000,500,1488.26,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,5790,N
198,36,521854,2001-02-16,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,SC,Springfield,5584 Britain Lane,11,3,?,1,5490,N
290,45,737252,1993-11-18,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,WV,Northbend,7002 Oak Hwy,22,3,?,0,6620,N
260,46,344480,1990-02-18,OH,100/300,2000,1482.57,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,NY,Columbus,4780 Best Drive,7,1,NO,0,10680,N
233,43,898519,2000-05-21,OH,250/500,1000,954.18,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,SC,Northbrook,8995 1st Ave,17,3,?,2,8500,N
130,30,957816,2012-08-26,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,SC,Columbus,5586 2nd St,16,3,NO,2,8900,N
230,42,175960,2004-11-16,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,NY,Northbend,1589 Best Ave,13,3,NO,1,10700,N
212,40,489618,2003-01-23,IL,500/1000,1000,1524.45,0,452438,FEMALE,Masters,other-service,golf,husband,73200,0,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,8240,N
299,44,717044,2008-11-07,OH,500/1000,1000,1653.32,0,460517,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,WV,Springfield,7295 Tree Hwy,3,1,YES,2,6780,N
91,26,101421,1999-10-19,IL,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,SC,Arlington,8832 Pine Drive,15,3,?,0,7420,N
